,company_brand,founded,headquarter,sector,about_company,founders,investor,amount,stage,year,founder Count,num_founders,FounderCategory
479,NewsReach,2018,Ahmedabad,Media,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,"Soniya Kundnani, Darshan Shah",JITO Angel Network,300000.0,validation,2021,2,2,Multiple Founders
480,Pencilton,2017,Hyderabad,Financial Services,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.","VishwajitPureti, Ashish Singh, Pallavi Tipparaju, Viraj Gadde",Jupiter,330000.0,validation,2021,4,4,Multiple Founders
481,Bandhoo,2020,Gurgaon,IT,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers","Prashant Gupta, Sridhar Sundaram",Unitus Ventures,1000000.0,others,2021,2,2,Multiple Founders
482,ixigo,2007,Gurgaon,IT,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!","ajnish Kumar, Aloke Bajpai",GIC,53000000.0,others,2021,2,2,Multiple Founders
483,The Whole Truth,2019,Mumbai,Food Industry,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Shashank Mehta,Sequoia Capital,6000000.0,early traction,2021,1,1,Multiple Founders
484,Insane AI,2021,Bangalore,HealthTech,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,"Anurag Mundhada, Jayesh Hannurkar, Sourabh Agrawal",pi Ventures,800000.0,validation,2021,3,3,Multiple Founders
485,Learn4o Technology,2020,Jaipur,Education,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",Kamal Kant Gupta,IAN,3000000.0,validation,2021,1,1,Multiple Founders
486,Droom,2014,Gurgaon,Transportation,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",Sandeep Aggarwal,None,200000000.0,others,2021,1,1,Multiple Founders
487,Skymet,2003,Noida,HealthTech,Provide services that allow clients to understand and organize themselves around changing environment.,Yogesh Patil,Northern Arc,1000000.0,others,2021,1,1,Multiple Founders
488,Go Swift,2019,Bangalore,Service industry,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,"Shyam Kalita, Debanshu Sinha, Prayas Mittal",Kalaari Capital,2000000.0,early traction,2021,3,3,Multiple Founders
489,Mamaearth,2016,Gurgaon,HealthTech,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,"Varun Alagh, Ghazal Alagh",Sofina Ventures SA,50000000.0,others,2021,2,2,Multiple Founders
490,G.O.A.T,2021,Bangalore,Service industry,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,"ishi Vasudev, Rameswar Misra",Tiger Global,36000000.0,early traction,2021,2,2,Multiple Founders
491,Keeros,2017,Lucknow,Food Industry,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.","Sachin Sahni, Simran Sahni",Venture Catalysts,3000000.0,early traction,2021,2,2,Multiple Founders
492,ReDesyn,2016,Mumbai,Merchandise,"Merchandise drop-shipping platform for influencers, designers, creators & brands.","Smriti Dubey, Shikhar Vaidya",Anthill Ventures,300000.0,early traction,2021,2,2,Multiple Founders
493,Inspacco,2019,Pune,Service industry,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services","Sanket Nerkar, Paresh Kotkar",None,200000.0,others,2021,2,2,Multiple Founders
494,Knorish,2016,Gurgaon,Education,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities","akhi Wadhwa, Kinner N Sacchdev",Inflection Point Ventures,1000000.0,early traction,2021,2,2,Multiple Founders
495,Dozee,2015,Bangalore,HealthTech,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.","Mudit Dandwate, Dandwate",Prime VP,5000000.0,early traction,2021,2,2,Multiple Founders
